date,subbasin,runoff
2004-04-23,8541,0.029
2004-04-24,8541,0.024
2004-04-25,8541,0.02
2004-04-26,8541,0.017
2004-04-27,8541,0.015
2004-04-28,8541,0.013
2004-04-29,8541,0.012
2004-04-30,8541,0.011
2004-05-01,8541,0.011
2004-01-01,10002,0.028
2004-01-02,10002,0.044
2004-01-03,10002,0.054
2004-01-04,10002,0.067
2004-01-05,10002,0.164
2004-01-06,10002,0.127
2004-01-07,10002,0.133
2004-01-08,10002,0.269
2004-01-09,10002,0.159
2004-01-10,10002,0.162
2004-01-11,10002,0.236
2004-01-12,10002,0.18
2004-01-13,10002,0.133
2004-01-14,10002,0.093
2004-01-15,10002,0.208
2004-01-16,10002,0.123
2004-01-17,10002,0.081
2004-01-18,10002,0.073
2004-01-19,10002,0.063
2004-01-20,10002,0.058
2004-01-21,10002,0.041
2004-01-22,10002,0.031
2004-01-23,10002,0.042
2004-01-24,10002,0.031
2004-01-25,10002,0.023
2004-01-26,10002,0.019
2004-01-27,10002,0.016
2004-01-28,10002,0.014
2004-01-29,10002,0.015
2004-01-30,10002,0.184
2004-01-31,10002,0.591
2004-02-01,10002,0.172
2004-02-02,10002,0.189
2004-02-03,10002,0.204
2004-02-04,10002,0.314
2004-02-05,10002,0.139
2004-02-06,10002,0.12
2004-02-07,10002,0.197
2004-02-08,10002,0.124
2004-02-09,10002,0.083
2004-02-10,10002,0.065
2004-02-11,10002,0.048
2004-02-12,10002,0.037
2004-02-13,10002,0.03
2004-02-14,10002,0.025
2004-02-15,10002,0.021
2004-02-16,10002,0.04
2004-02-17,10002,0.029
2004-02-18,10002,0.022
2004-02-19,10002,0.018
2004-02-20,10002,0.016
2004-02-21,10002,0.014
2004-02-22,10002,0.013
2004-02-23,10002,0.013
2004-02-24,10002,0.03
2004-02-25,10002,0.022
2004-02-26,10002,0.017
2004-02-27,10002,0.015
2004-02-28,10002,0.014
2004-02-29,10002,0.015
2004-03-01,10002,0.013
2004-03-02,10002,0.013
2004-03-03,10002,0.057
2004-03-04,10002,0.049
2004-03-05,10002,0.033
2004-03-06,10002,0.03
2004-03-07,10002,0.023
2004-03-08,10002,0.018
2004-03-09,10002,0.016
2004-03-10,10002,0.014
2004-03-11,10002,0.014
2004-03-12,10002,0.014
2004-03-13,10002,0.025
2004-03-14,10002,0.038
2004-03-15,10002,0.027
2004-03-16,10002,0.02
2004-03-17,10002,0.016
2004-03-18,10002,0.07
2004-03-19,10002,0.076
2004-03-20,10002,0.142
2004-03-21,10002,0.101
2004-03-22,10002,0.065
2004-03-23,10002,0.044
2004-03-24,10002,0.038
2004-03-25,10002,0.03
2004-03-26,10002,0.024
2004-03-27,10002,0.02
2004-03-28,10002,0.017
2004-03-29,10002,0.015
2004-03-30,10002,0.014
2004-03-31,10002,0.013
2004-04-01,10002,0.053
2004-04-02,10002,0.062
2004-04-03,10002,0.212
2004-04-04,10002,0.139
2004-04-05,10002,0.1
2004-04-06,10002,0.068
2004-04-07,10002,0.048
2004-04-08,10002,0.035
2004-04-09,10002,0.029
2004-04-10,10002,0.023
2004-04-11,10002,0.02
2004-04-12,10002,0.017
2004-04-13,10002,0.015
2004-04-14,10002,0.014
2004-04-15,10002,0.013
2004-04-16,10002,0.074
2004-04-17,10002,0.13
2004-04-18,10002,0.143
2004-04-19,10002,0.088
2004-04-20,10002,0.059
2004-04-21,10002,0.058
2004-04-22,10002,0.04
2004-04-23,10002,0.03
2004-04-24,10002,0.024
2004-04-25,10002,0.02
2004-04-26,10002,0.017
2004-04-27,10002,0.03
2004-04-28,10002,0.022
2004-04-29,10002,0.018
2004-04-30,10002,0.015
2004-05-01,10002,0.013
2004-01-01,6732,1.239
2004-01-02,6732,1.482
2004-01-03,6732,1.553
2004-01-04,6732,1.936
2004-01-05,6732,4.303
2004-01-06,6732,2.744
2004-01-07,6732,3.209
2004-01-08,6732,7.423
2004-01-09,6732,4.241
2004-01-10,6732,5.555
2004-01-11,6732,4.978
2004-01-12,6732,6.244
2004-01-13,6732,4.564
2004-01-14,6732,3.046
2004-01-15,6732,7.232
2004-01-16,6732,3.687
2004-01-17,6732,2.315
2004-01-18,6732,2.896
2004-01-19,6732,3.294
2004-01-20,6732,2.755
2004-01-21,6732,1.988
2004-01-22,6732,2.083
2004-01-23,6732,2.306
2004-01-24,6732,1.603
2004-01-25,6732,1.142
2004-01-26,6732,0.851
2004-01-27,6732,0.686
2004-01-28,6732,0.573
2004-01-29,6732,0.552
2004-01-30,6732,10.822
2004-01-31,6732,12.84
2004-02-01,6732,7.291
2004-02-02,6732,11.728
2004-02-03,6732,8.252
2004-02-04,6732,12.206
2004-02-05,6732,5.593
2004-02-06,6732,4.04
2004-02-07,6732,4.316
2004-02-08,6732,2.89
2004-02-09,6732,2.012
2004-02-10,6732,1.73
2004-02-11,6732,1.32
2004-02-12,6732,1.034
2004-02-13,6732,0.845
2004-02-14,6732,0.715
2004-02-15,6732,0.621
2004-02-16,6732,0.717
2004-02-17,6732,0.595
2004-02-18,6732,0.509
2004-02-19,6732,0.454
2004-02-20,6732,0.418
2004-02-21,6732,0.392
2004-02-22,6732,0.373
2004-02-23,6732,0.359
2004-02-24,6732,0.353
2004-02-25,6732,0.343
2004-02-26,6732,0.335
2004-02-27,6732,0.328
2004-02-28,6732,0.324
2004-02-29,6732,0.361
2004-03-01,6732,0.345
2004-03-02,6732,0.343
2004-03-03,6732,1.65
2004-03-04,6732,1.301
2004-03-05,6732,1.527
2004-03-06,6732,1.092
2004-03-07,6732,0.906
2004-03-08,6732,0.691
2004-03-09,6732,0.55
2004-03-10,6732,0.468
2004-03-11,6732,0.419
2004-03-12,6732,0.386
2004-03-13,6732,0.788
2004-03-14,6732,1.97
2004-03-15,6732,2.492
2004-03-16,6732,1.668
2004-03-17,6732,1.114
2004-03-18,6732,3.992
2004-03-19,6732,3.726
2004-03-20,6732,5.078
2004-03-21,6732,3.726
2004-03-22,6732,2.458
2004-03-23,6732,1.79
2004-03-24,6732,1.573
2004-03-25,6732,1.185
2004-03-26,6732,0.932
2004-03-27,6732,0.746
2004-03-28,6732,0.625
2004-03-29,6732,0.542
2004-03-30,6732,0.484
2004-03-31,6732,0.442
2004-04-01,6732,1.005
2004-04-02,6732,1.818
2004-04-03,6732,3.362
2004-04-04,6732,3.381
2004-04-05,6732,3.128
2004-04-06,6732,2.311
2004-04-07,6732,1.535
2004-04-08,6732,1.092
2004-04-09,6732,0.876
2004-04-10,6732,0.705
2004-04-11,6732,0.594
2004-04-12,6732,0.519
2004-04-13,6732,0.467
2004-04-14,6732,0.428
2004-04-15,6732,0.675
2004-04-16,6732,1.103
2004-04-17,6732,4.732
2004-04-18,6732,3.592
2004-04-19,6732,2.393
2004-04-20,6732,2.145
2004-04-21,6732,3.844
2004-04-22,6732,2.353
2004-04-23,6732,1.538
2004-04-24,6732,1.099
2004-04-25,6732,0.846
2004-04-26,6732,0.691
2004-04-27,6732,0.592
2004-04-28,6732,0.52
2004-04-29,6732,0.467
2004-04-30,6732,0.428
2004-05-01,6732,0.399
2004-01-01,5591,0.177
2004-01-02,5591,0.251
2004-01-03,5591,0.3
2004-01-04,5591,0.42
2004-01-05,5591,1.184
2004-01-06,5591,0.549
2004-01-07,5591,0.628
2004-01-08,5591,1.546
2004-01-09,5591,0.817
2004-01-10,5591,1.073
2004-01-11,5591,0.909
2004-01-12,5591,1.272
2004-01-13,5591,0.836
2004-01-14,5591,0.573
2004-01-15,5591,1.329
2004-01-16,5591,0.639
2004-01-17,5591,0.441
2004-01-18,5591,0.493
2004-01-19,5591,0.5
2004-01-20,5591,0.424
2004-01-21,5591,0.344
2004-01-22,5591,0.305
2004-01-23,5591,0.385
2004-01-24,5591,0.295
2004-01-25,5591,0.216
2004-01-26,5591,0.164
2004-01-27,5591,0.134
2004-01-28,5591,0.112
2004-01-29,5591,0.113
2004-01-30,5591,2.54
2004-01-31,5591,2.391
2004-02-01,5591,1.386
2004-02-02,5591,2.825
2004-02-03,5591,1.875
2004-02-04,5591,2.531
2004-02-05,5591,1.082
2004-02-06,5591,0.798
2004-02-07,5591,0.874
2004-02-08,5591,0.607
2004-02-09,5591,0.442
2004-02-10,5591,0.358
2004-02-11,5591,0.28
2004-02-12,5591,0.225
2004-02-13,5591,0.186
2004-02-14,5591,0.157
2004-02-15,5591,0.135
2004-02-16,5591,0.153
2004-02-17,5591,0.125
2004-02-18,5591,0.107
2004-02-19,5591,0.095
2004-02-20,5591,0.086
2004-02-21,5591,0.08
2004-02-22,5591,0.075
2004-02-23,5591,0.071
2004-02-24,5591,0.086
2004-02-25,5591,0.077
2004-02-26,5591,0.071
2004-02-27,5591,0.068
2004-02-28,5591,0.065
2004-02-29,5591,0.078
2004-03-01,5591,0.073
2004-03-02,5591,0.079
2004-03-03,5591,0.208
2004-03-04,5591,0.172
2004-03-05,5591,0.167
2004-03-06,5591,0.155
2004-03-07,5591,0.15
2004-03-08,5591,0.124
2004-03-09,5591,0.101
2004-03-10,5591,0.086
2004-03-11,5591,0.078
2004-03-12,5591,0.072
2004-03-13,5591,0.213
2004-03-14,5591,0.417
2004-03-15,5591,0.48
2004-03-16,5591,0.327
2004-03-17,5591,0.222
2004-03-18,5591,0.718
2004-03-19,5591,0.684
2004-03-20,5591,1.468
2004-03-21,5591,0.7
2004-03-22,5591,0.464
2004-03-23,5591,0.358
2004-03-24,5591,0.354
2004-03-25,5591,0.261
2004-03-26,5591,0.202
2004-03-27,5591,0.163
2004-03-28,5591,0.139
2004-03-29,5591,0.119
2004-03-30,5591,0.104
2004-03-31,5591,0.094
2004-04-01,5591,0.236
2004-04-02,5591,0.451
2004-04-03,5591,0.723
2004-04-04,5591,0.676
2004-04-05,5591,0.617
2004-04-06,5591,0.459
2004-04-07,5591,0.317
2004-04-08,5591,0.234
2004-04-09,5591,0.189
2004-04-10,5591,0.153
2004-04-11,5591,0.128
2004-04-12,5591,0.111
2004-04-13,5591,0.099
2004-04-14,5591,0.089
2004-04-15,5591,0.107
2004-04-16,5591,0.179
2004-04-17,5591,0.768
2004-04-18,5591,0.53
2004-04-19,5591,0.359
2004-04-20,5591,0.319
2004-04-21,5591,0.708
2004-04-22,5591,0.42
2004-04-23,5591,0.289
2004-04-24,5591,0.215
2004-04-25,5591,0.169
2004-04-26,5591,0.139
2004-04-27,5591,0.124
2004-04-28,5591,0.107
2004-04-29,5591,0.095
2004-04-30,5591,0.086
2004-05-01,5591,0.079
2004-01-01,6759,0.275
2004-01-02,6759,0.395
2004-01-03,6759,0.462
2004-01-04,6759,0.638
2004-01-05,6759,1.083
2004-01-06,6759,0.66
2004-01-07,6759,0.84
2004-01-08,6759,2.381
2004-01-09,6759,1.056
2004-01-10,6759,1.422
2004-01-11,6759,1.245
2004-01-12,6759,1.596
2004-01-13,6759,1.074
2004-01-14,6759,0.763
2004-01-15,6759,1.768
2004-01-16,6759,0.883
2004-01-17,6759,0.606
2004-01-18,6759,0.605
2004-01-19,6759,0.638
2004-01-20,6759,0.575
2004-01-21,6759,0.434
2004-01-22,6759,0.453
2004-01-23,6759,0.462
2004-01-24,6759,0.335
2004-01-25,6759,0.252
2004-01-26,6759,0.195
2004-01-27,6759,0.161
2004-01-28,6759,0.136
2004-01-29,6759,0.141
2004-01-30,6759,2.292
2004-01-31,6759,3.076
2004-02-01,6759,1.59
2004-02-02,6759,2.296
2004-02-03,6759,1.909
2004-02-04,6759,3.061
2004-02-05,6759,1.29
2004-02-06,6759,0.909
2004-02-07,6759,1.044
2004-02-08,6759,0.727
2004-02-09,6759,0.527
2004-02-10,6759,0.431
2004-02-11,6759,0.339
2004-02-12,6759,0.271
2004-02-13,6759,0.224
2004-02-14,6759,0.189
2004-02-15,6759,0.163
2004-02-16,6759,0.202
2004-02-17,6759,0.162
2004-02-18,6759,0.14
2004-02-19,6759,0.122
2004-02-20,6759,0.109
2004-02-21,6759,0.101
2004-02-22,6759,0.094
2004-02-23,6759,0.09
2004-02-24,6759,0.098
2004-02-25,6759,0.091
2004-02-26,6759,0.087
2004-02-27,6759,0.083
2004-02-28,6759,0.081
2004-02-29,6759,0.088
2004-03-01,6759,0.084
2004-03-02,6759,0.086
2004-03-03,6759,0.316
2004-03-04,6759,0.254
2004-03-05,6759,0.261
2004-03-06,6759,0.217
2004-03-07,6759,0.228
2004-03-08,6759,0.175
2004-03-09,6759,0.14
2004-03-10,6759,0.118
2004-03-11,6759,0.104
2004-03-12,6759,0.096
2004-03-13,6759,0.21
2004-03-14,6759,0.475
2004-03-15,6759,0.425
2004-03-16,6759,0.292
2004-03-17,6759,0.211
2004-03-18,6759,1.016
2004-03-19,6759,0.861
2004-03-20,6759,1.255
2004-03-21,6759,0.831
2004-03-22,6759,0.573
2004-03-23,6759,0.477
2004-03-24,6759,0.489
2004-03-25,6759,0.362
2004-03-26,6759,0.275
2004-03-27,6759,0.216
2004-03-28,6759,0.178
2004-03-29,6759,0.151
2004-03-30,6759,0.132
2004-03-31,6759,0.118
2004-04-01,6759,0.234
2004-04-02,6759,0.463
2004-04-03,6759,0.763
2004-04-04,6759,0.667
2004-04-05,6759,0.529
2004-04-06,6759,0.398
2004-04-07,6759,0.289
2004-04-08,6759,0.221
2004-04-09,6759,0.18
2004-04-10,6759,0.151
2004-04-11,6759,0.131
2004-04-12,6759,0.117
2004-04-13,6759,0.107
2004-04-14,6759,0.098
2004-04-15,6759,0.101
2004-04-16,6759,0.196
2004-04-17,6759,1.202
2004-04-18,6759,0.785
2004-04-19,6759,0.553
2004-04-20,6759,0.624
2004-04-21,6759,0.837
2004-04-22,6759,0.552
2004-04-23,6759,0.382
2004-04-24,6759,0.283
2004-04-25,6759,0.222
2004-04-26,6759,0.182
2004-04-27,6759,0.155
2004-04-28,6759,0.135
2004-04-29,6759,0.12
2004-04-30,6759,0.109
2004-05-01,6759,0.1
2004-01-01,6826,0.025
2004-01-02,6826,0.016
2004-01-03,6826,0.011
2004-01-04,6826,0.01
2004-01-05,6826,0.025
2004-01-06,6826,0.015
2004-01-07,6826,0.024
2004-01-08,6826,0.127
2004-01-09,6826,0.034
2004-01-10,6826,0.053
2004-01-11,6826,0.045
2004-01-12,6826,0.076
2004-01-13,6826,0.037
2004-01-14,6826,0.025
2004-01-15,6826,0.086
2004-01-16,6826,0.025
2004-01-17,6826,0.017
2004-01-18,6826,0.024
2004-01-19,6826,0.027
2004-01-20,6826,0.019
2004-01-21,6826,0.012
2004-01-22,6826,0.015
2004-01-23,6826,0.017
2004-01-24,6826,0.011
2004-01-25,6826,0.008
2004-01-26,6826,0.006
2004-01-27,6826,0.006
2004-01-28,6826,0.006
2004-01-29,6826,0.011
2004-01-30,6826,0.097
2004-01-31,6826,0.158
2004-02-01,6826,0.049
2004-02-02,6826,0.081
2004-02-03,6826,0.069
2004-02-04,6826,0.139
2004-02-05,6826,0.026
2004-02-06,6826,0.021
2004-02-07,6826,0.036
2004-02-08,6826,0.022
2004-02-09,6826,0.014
2004-02-10,6826,0.012
2004-02-11,6826,0.009
2004-02-12,6826,0.008
2004-02-13,6826,0.007
2004-02-14,6826,0.006
2004-02-15,6826,0.006
2004-02-16,6826,0.005
2004-02-17,6826,0.005
2004-02-18,6826,0.005
2004-02-19,6826,0.005
2004-02-20,6826,0.005
2004-02-21,6826,0.005
2004-02-22,6826,0.005
2004-02-23,6826,0.005
2004-02-24,6826,0.005
2004-02-25,6826,0.005
2004-02-26,6826,0.005
2004-02-27,6826,0.005
2004-02-28,6826,0.005
2004-02-29,6826,0.005
2004-03-01,6826,0.005
2004-03-02,6826,0.005
2004-03-03,6826,0.017
2004-03-04,6826,0.011
2004-03-05,6826,0.012
2004-03-06,6826,0.009
2004-03-07,6826,0.007
2004-03-08,6826,0.006
2004-03-09,6826,0.005
2004-03-10,6826,0.005
2004-03-11,6826,0.005
2004-03-12,6826,0.005
2004-03-13,6826,0.005
2004-03-14,6826,0.02
2004-03-15,6826,0.017
2004-03-16,6826,0.011
2004-03-17,6826,0.008
2004-03-18,6826,0.052
2004-03-19,6826,0.035
2004-03-20,6826,0.056
2004-03-21,6826,0.03
2004-03-22,6826,0.018
2004-03-23,6826,0.013
2004-03-24,6826,0.014
2004-03-25,6826,0.01
2004-03-26,6826,0.008
2004-03-27,6826,0.006
2004-03-28,6826,0.006
2004-03-29,6826,0.005
2004-03-30,6826,0.005
2004-03-31,6826,0.005
2004-04-01,6826,0.006
2004-04-02,6826,0.034
2004-04-03,6826,0.051
2004-04-04,6826,0.036
2004-04-05,6826,0.029
2004-04-06,6826,0.02
2004-04-07,6826,0.013
2004-04-08,6826,0.009
2004-04-09,6826,0.007
2004-04-10,6826,0.006
2004-04-11,6826,0.006
2004-04-12,6826,0.005
2004-04-13,6826,0.005
2004-04-14,6826,0.005
2004-04-15,6826,0.005
2004-04-16,6826,0.005
2004-04-17,6826,0.076
2004-04-18,6826,0.035
2004-04-19,6826,0.029
2004-04-20,6826,0.031
2004-04-21,6826,0.063
2004-04-22,6826,0.022
2004-04-23,6826,0.014
2004-04-24,6826,0.01
2004-04-25,6826,0.008
2004-04-26,6826,0.007
2004-04-27,6826,0.006
2004-04-28,6826,0.005
2004-04-29,6826,0.005
2004-04-30,6826,0.005
2004-05-01,6826,0.005
2004-01-01,5613,0.947
2004-01-02,5613,1.24
2004-01-03,5613,1.42
2004-01-04,5613,2.026
2004-01-05,5613,6.14
2004-01-06,5613,3.503
2004-01-07,5613,3.694
2004-01-08,5613,7.658
2004-01-09,5613,4.559
2004-01-10,5613,6.313
2004-01-11,5613,5.602
2004-01-12,5613,7.335
2004-01-13,5613,4.993
2004-01-14,5613,3.26
2004-01-15,5613,6.888
2004-01-16,5613,3.779
2004-01-17,5613,2.363
2004-01-18,5613,3.067
2004-01-19,5613,3.641
2004-01-20,5613,2.985
2004-01-21,5613,2.136
2004-01-22,5613,2.111
2004-01-23,5613,2.505
2004-01-24,5613,1.756
2004-01-25,5613,1.221
2004-01-26,5613,0.897
2004-01-27,5613,0.71
2004-01-28,5613,0.591
2004-01-29,5613,0.572
2004-01-30,5613,15.631
2004-01-31,5613,14.893
2004-02-01,5613,8.872
2004-02-02,5613,16.996
2004-02-03,5613,10.498
2004-02-04,5613,14.846
2004-02-05,5613,6.734
2004-02-06,5613,4.446
2004-02-07,5613,4.599
2004-02-08,5613,3.111
2004-02-09,5613,2.185
2004-02-10,5613,1.852
2004-02-11,5613,1.433
2004-02-12,5613,1.116
2004-02-13,5613,0.912
2004-02-14,5613,0.766
2004-02-15,5613,0.66
2004-02-16,5613,0.807
2004-02-17,5613,0.669
2004-02-18,5613,0.56
2004-02-19,5613,0.495
2004-02-20,5613,0.45
2004-02-21,5613,0.419
2004-02-22,5613,0.397
2004-02-23,5613,0.383
2004-02-24,5613,0.394
2004-02-25,5613,0.375
2004-02-26,5613,0.361
2004-02-27,5613,0.351
2004-02-28,5613,0.345
2004-02-29,5613,0.391
2004-03-01,5613,0.373
2004-03-02,5613,0.383
2004-03-03,5613,1.597
2004-03-04,5613,1.328
2004-03-05,5613,1.378
2004-03-06,5613,1.058
2004-03-07,5613,1.056
2004-03-08,5613,0.814
2004-03-09,5613,0.622
2004-03-10,5613,0.512
2004-03-11,5613,0.448
2004-03-12,5613,0.409
2004-03-13,5613,0.969
2004-03-14,5613,2.466
2004-03-15,5613,3.857
2004-03-16,5613,2.561
2004-03-17,5613,1.619
2004-03-18,5613,4.311
2004-03-19,5613,4.51
2004-03-20,5613,6.603
2004-03-21,5613,4.599
2004-03-22,5613,2.915
2004-03-23,5613,2.093
2004-03-24,5613,1.749
2004-03-25,5613,1.316
2004-03-26,5613,1.023
2004-03-27,5613,0.822
2004-03-28,5613,0.687
2004-03-29,5613,0.59
2004-03-30,5613,0.523
2004-03-31,5613,0.475
2004-04-01,5613,1.297
2004-04-02,5613,1.69
2004-04-03,5613,3.488
2004-04-04,5613,4.119
2004-04-05,5613,3.713
2004-04-06,5613,2.69
2004-04-07,5613,1.758
2004-04-08,5613,1.217
2004-04-09,5613,1.04
2004-04-10,5613,0.81
2004-04-11,5613,0.66
2004-04-12,5613,0.565
2004-04-13,5613,0.506
2004-04-14,5613,0.46
2004-04-15,5613,0.893
2004-04-16,5613,1.381
2004-04-17,5613,4.384
2004-04-18,5613,3.524
2004-04-19,5613,2.254
2004-04-20,5613,1.77
2004-04-21,5613,4.308
2004-04-22,5613,2.619
2004-04-23,5613,1.666
2004-04-24,5613,1.163
2004-04-25,5613,0.882
2004-04-26,5613,0.713
2004-04-27,5613,0.66
2004-04-28,5613,0.565
2004-04-29,5613,0.496
2004-04-30,5613,0.452
2004-05-01,5613,0.422
2004-01-01,6682,0.051
2004-01-02,6682,0.066
2004-01-03,6682,0.071
2004-01-04,6682,0.097
2004-01-05,6682,0.157
2004-01-06,6682,0.102
2004-01-07,6682,0.14
2004-01-08,6682,0.493
2004-01-09,6682,0.193
2004-01-10,6682,0.242
2004-01-11,6682,0.214
2004-01-12,6682,0.298
2004-01-13,6682,0.187
2004-01-14,6682,0.126
2004-01-15,6682,0.328
2004-01-16,6682,0.139
2004-01-17,6682,0.09
2004-01-18,6682,0.114
2004-01-19,6682,0.124
2004-01-20,6682,0.097
2004-01-21,6682,0.064
2004-01-22,6682,0.073
2004-01-23,6682,0.078
2004-01-24,6682,0.052
2004-01-25,6682,0.038
2004-01-26,6682,0.03
2004-01-27,6682,0.026
2004-01-28,6682,0.023
2004-01-29,6682,0.024
2004-01-30,6682,0.398
2004-01-31,6682,0.595
2004-02-01,6682,0.265
2004-02-02,6682,0.346
2004-02-03,6682,0.299
2004-02-04,6682,0.503
2004-02-05,6682,0.176
2004-02-06,6682,0.13
2004-02-07,6682,0.172
2004-02-08,6682,0.106
2004-02-09,6682,0.072
2004-02-10,6682,0.064
2004-02-11,6682,0.048
2004-02-12,6682,0.039
2004-02-13,6682,0.033
2004-02-14,6682,0.029
2004-02-15,6682,0.026
2004-02-16,6682,0.028
2004-02-17,6682,0.025
2004-02-18,6682,0.023
2004-02-19,6682,0.022
2004-02-20,6682,0.021
2004-02-21,6682,0.02
2004-02-22,6682,0.019
2004-02-23,6682,0.019
2004-02-24,6682,0.022
2004-02-25,6682,0.02
2004-02-26,6682,0.019
2004-02-27,6682,0.019
2004-02-28,6682,0.018
2004-02-29,6682,0.018
2004-03-01,6682,0.018
2004-03-02,6682,0.018
2004-03-03,6682,0.089
2004-03-04,6682,0.058
2004-03-05,6682,0.06
2004-03-06,6682,0.041
2004-03-07,6682,0.036
2004-03-08,6682,0.028
2004-03-09,6682,0.024
2004-03-10,6682,0.022
2004-03-11,6682,0.02
2004-03-12,6682,0.019
2004-03-13,6682,0.031
2004-03-14,6682,0.094
2004-03-15,6682,0.083
2004-03-16,6682,0.056
2004-03-17,6682,0.039
2004-03-18,6682,0.215
2004-03-19,6682,0.157
2004-03-20,6682,0.224
2004-03-21,6682,0.146
2004-03-22,6682,0.091
2004-03-23,6682,0.07
2004-03-24,6682,0.07
2004-03-25,6682,0.054
2004-03-26,6682,0.041
2004-03-27,6682,0.033
2004-03-28,6682,0.028
2004-03-29,6682,0.025
2004-03-30,6682,0.023
2004-03-31,6682,0.022
2004-04-01,6682,0.045
2004-04-02,6682,0.139
2004-04-03,6682,0.191
2004-04-04,6682,0.152
2004-04-05,6682,0.124
2004-04-06,6682,0.09
2004-04-07,6682,0.06
2004-04-08,6682,0.043
2004-04-09,6682,0.035
2004-04-10,6682,0.029
2004-04-11,6682,0.026
2004-04-12,6682,0.024
2004-04-13,6682,0.022
2004-04-14,6682,0.021
2004-04-15,6682,0.025
2004-04-16,6682,0.039
2004-04-17,6682,0.294
2004-04-18,6682,0.161
2004-04-19,6682,0.126
2004-04-20,6682,0.128
2004-04-21,6682,0.219
2004-04-22,6682,0.11
2004-04-23,6682,0.07
2004-04-24,6682,0.05
2004-04-25,6682,0.039
2004-04-26,6682,0.033
2004-04-27,6682,0.029
2004-04-28,6682,0.026
2004-04-29,6682,0.024
2004-04-30,6682,0.022
2004-05-01,6682,0.021
2004-01-01,9703,0.02
2004-01-02,9703,0.029
2004-01-03,9703,0.044
2004-01-04,9703,0.059
2004-01-05,9703,0.152
2004-01-06,9703,0.13
2004-01-07,9703,0.125
2004-01-08,9703,0.291
2004-01-09,9703,0.181
2004-01-10,9703,0.175
2004-01-11,9703,0.251
2004-01-12,9703,0.193
2004-01-13,9703,0.147
2004-01-14,9703,0.1
2004-01-15,9703,0.224
2004-01-16,9703,0.12
2004-01-17,9703,0.076
2004-01-18,9703,0.079
2004-01-19,9703,0.069
2004-01-20,9703,0.061
2004-01-21,9703,0.041
2004-01-22,9703,0.037
2004-01-23,9703,0.046
2004-01-24,9703,0.033
2004-01-25,9703,0.024
2004-01-26,9703,0.018
2004-01-27,9703,0.015
2004-01-28,9703,0.013
2004-01-29,9703,0.012
2004-01-30,9703,0.19
2004-01-31,9703,0.505
2004-02-01,9703,0.209
2004-02-02,9703,0.219
2004-02-03,9703,0.212
2004-02-04,9703,0.317
2004-02-05,9703,0.151
2004-02-06,9703,0.126
2004-02-07,9703,0.201
2004-02-08,9703,0.117
2004-02-09,9703,0.075
2004-02-10,9703,0.061
2004-02-11,9703,0.043
2004-02-12,9703,0.033
2004-02-13,9703,0.026
2004-02-14,9703,0.021
2004-02-15,9703,0.018
2004-02-16,9703,0.031
2004-02-17,9703,0.022
2004-02-18,9703,0.018
2004-02-19,9703,0.015
2004-02-20,9703,0.013
2004-02-21,9703,0.012
2004-02-22,9703,0.011
2004-02-23,9703,0.01
2004-02-24,9703,0.029
2004-02-25,9703,0.02
2004-02-26,9703,0.015
2004-02-27,9703,0.013
2004-02-28,9703,0.011
2004-02-29,9703,0.011
2004-03-01,9703,0.01
2004-03-02,9703,0.01
2004-03-03,9703,0.056
2004-03-04,9703,0.053
2004-03-05,9703,0.037
2004-03-06,9703,0.029
2004-03-07,9703,0.02
2004-03-08,9703,0.015
2004-03-09,9703,0.013
2004-03-10,9703,0.011
2004-03-11,9703,0.011
2004-03-12,9703,0.01
2004-03-13,9703,0.028
2004-03-14,9703,0.047
2004-03-15,9703,0.03
2004-03-16,9703,0.02
2004-03-17,9703,0.015
2004-03-18,9703,0.091
2004-03-19,9703,0.098
2004-03-20,9703,0.155
2004-03-21,9703,0.101
2004-03-22,9703,0.061
2004-03-23,9703,0.04
2004-03-24,9703,0.055
2004-03-25,9703,0.039
2004-03-26,9703,0.028
2004-03-27,9703,0.021
2004-03-28,9703,0.017
2004-03-29,9703,0.014
2004-03-30,9703,0.013
2004-03-31,9703,0.012
2004-04-01,9703,0.062
2004-04-02,9703,0.07
2004-04-03,9703,0.209
2004-04-04,9703,0.16
2004-04-05,9703,0.12
2004-04-06,9703,0.08
2004-04-07,9703,0.052
2004-04-08,9703,0.036
2004-04-09,9703,0.027
2004-04-10,9703,0.022
2004-04-11,9703,0.018
2004-04-12,9703,0.015
2004-04-13,9703,0.014
2004-04-14,9703,0.012
2004-04-15,9703,0.012
2004-04-16,9703,0.073
2004-04-17,9703,0.116
2004-04-18,9703,0.134
2004-04-19,9703,0.08
2004-04-20,9703,0.058
2004-04-21,9703,0.069
2004-04-22,9703,0.044
2004-04-23,9703,0.03
2004-04-24,9703,0.022
2004-04-25,9703,0.018
2004-04-26,9703,0.015
2004-04-27,9703,0.013
2004-04-28,9703,0.012
2004-04-29,9703,0.011
2004-04-30,9703,0.01
2004-05-01,9703,0.01
2004-01-01,6831,0.049
2004-01-02,6831,0.032
2004-01-03,6831,0.02
2004-01-04,6831,0.018
2004-01-05,6831,0.049
2004-01-06,6831,0.028
2004-01-07,6831,0.045
2004-01-08,6831,0.246
2004-01-09,6831,0.065
2004-01-10,6831,0.1
2004-01-11,6831,0.085
2004-01-12,6831,0.146
2004-01-13,6831,0.07
2004-01-14,6831,0.046
